RYM Album, First Name,Last Name,First Name localized, Last Name localized,Title,Release_Date,Rating,Ownership,Purchase Date,Media Type,Review
"52723","","Bathory","","","Nordland I","2002","8","w","","CD",  ""
"482523","","Norma Loy","","","Norma Loy","1983","0","w","","LP",  ""
"7632","","Sentenced","","","North From Here","1993","0","w","","CD",  ""
"153367","","Amebix","","","No Sanctuary","1983","7","o","","MP3",  ""
"627714","","Pelon","","","No Stunts","1996","0","w","","LP",  ""
"315854","","Red Transistor","","","Not Bite / We're Not Crazy","1990","7","o","","MP3",  ""
"3807808","","Sema","","","Notes from Underground","1982","0","w","","LP",  ""
"3492926","","Biosphere","","","N-Plants","2011","6","n","","",  ""
"9159254","","Autechre","","","NTS Session 1","2018","0","o","","MP3",  ""
"9159277","","Autechre","","","NTS Session 2","2018","0","o","","MP3",  ""
"9159282","","Autechre","","","NTS Session 3","2018","0","o","","MP3",  ""
"9159294","","Autechre","","","NTS Session 4","2018","0","o","","MP3",  ""
"582268","","K.K. Null / Disc","","","Nullsonic","1998","0","w","","CD",  ""
"528987","","Nurse With Wound &amp; The Hafler Trio","","","Nurse With Wound and The Hafler Trio Hit Again!","1987","0","w","","Cassette",  ""
"341392","","Blood","","","O agios pethane","1993","0","w","","CD",  ""
"14521","","Brainbombs","","","Obey","1995","7","o","","MP3",  ""
"3122246","","Big City Orchestra","","","Obivion Realized","1989","0","w","","Cassette",  ""
"17057","","Gorguts","","","Obscura","1998","9","o","","MP3",  ""
"905641","","James White and The Blacks","","","Off White","1995","0","o","","MP3",  ""
"4069","","Current 93","","","Of Ruine or Some Blazing Starre","1994","0","w","","CD",  ""
"2017127","","Sigillum S / Gerstein","","","Of Will / The Death of All Fanatics","1987","0","w","","Cassette",  ""
"1645350","","Ø","","","Oleva","2008","8","o","","MP3",  ""
"9901718","","De Waard / Nÿland / Youngs","","","Onder/Stroom","2019","0","w","","LP",  ""
"21962","","A.C. Marias","","","One of Our Girls","1989","0","w","","LP",  ""
"615155","","Alesana","","","On Frail Wings of Vanity and Wax","2006","0","u","","MP3",  ""
"204159","","Nihilist","","","Only Shreds Remain","1989","8","w","","Cassette",  ""
"492561","","San Francisco Contemporary Music Players / Stephen L. Mosko / Joan La Barbara / Ralph Grierson / Erika Duke Kirkpatrick","","","Only: Works for Voice and Instruments","1996","0","w","","CD",  ""
"218217","","Necrophagist","","","Onset of Putrefaction","2004","8","o","","MP3",  ""
"9895784","","William Basinski","","","On Time Out of Time","2019","0","w","","CD",  ""
"915805","","Male Rape Group","","","On to 83","1983","0","o","","MP3",  ""
"806434","","Opéra de nuit","","","Opéra de nuit","1988","0","o","","MP3",  ""
"229034","","Alva Noto + Opiate","","","Opto Files","2001","8","o","","MP3",  ""
"1034703","","Laibach","","","Opus Dei","1987","0","w","","LP",  ""
"149975","","Polish National Radio Symphony Orchestra (Katowice) / Antoni Wit","","","Orchestral Works Vol. 1","2000","0","w","","CD",  ""
"471172","","!T.O.O.H.!","","","Order and Punishment","2005","0","w","","CD",  ""
"3002859","","Orfeon Gagarin","","","Orfeón Gagarin","1986","0","w","","Cassette",  ""
"1021648","","Tod Dockstader","","","Organized Sound by Tod Dockstader: Quatermass","1966","0","w","","LP",  ""
"11268531","","Aleksi Perälä","","","Oscillation 2","2020","7","o","","MP3",  ""
"6269477","","Nécropole","","","Ostara","2015","0","w","","Cassette",  ""
"66163","","Laurie Anderson","","","O Superman","1981","0","w","","LP",  ""
"186248","","Syllyk / Koji Marutani","","","Other-Wise","1996","0","w","","CD",  ""
"1425065","","Bee Vamp","","","Our Eyes Met Across the Disco Floor / Jungle Fever","1982","0","o","","MP3",  ""
"336835","","Discordance Axis","","","Our Last Day","2005","0","u","","CD",  ""
"10015829","","Decadesthétique","","","Ourselves","2019","0","w","","MP3",  ""
"546333","","Weimar Gesang","","","Our Silent Growth","1984","0","o","","MP3",  ""
"880520","","Portal","","","Outre","2007","9","o","","MP3",  ""
"2963718","","Autechre","","","Oversteps","2010","0","o","","MP3",  ""
"14210300","","XoArK","","","P()~()..24","2022","0","w","","MP3",  ""
"2932465","","Pacific 231 / Denier Du Culte","","","Pacific 231 / Denier du Culte","1989","0","w","","LP",  ""
"584433","","The 39 Clocks","","","Pain It Dark","1981","6","o","","MP3",  ""
"903309","","Naked Whipper","","","Painstreaks","1995","0","o","","MP3",  ""
"14836","","Judy Nylon &amp; Crucial","","","Pal Judy","1982","0","w","","LP",  ""
"6859752","","Prins Thomas","","","Paradise Goulash","2015","0","w","","CD",  ""
"8827278","","Aleksi Perälä","","","Paradox","2017","7","o","","MP3",  ""
"13788039","","Fluxion","","","Parallel Moves","2021","0","w","","MP3",  ""
"451376","","Throbbing Gristle","","","Part Two: The Endless Not","2007","0","w","","CD",  ""
"160256","","Berliner Philharmoniker / Herbert von Karajan","","","Passacaglia Op. 1; Fünf Sätze Op. 5; Sechs Stücke für Orchester Op. 6; Symphonie Op. 21","1974","0","w","","LP",  ""
"203427","","Ravi Shankar and Philip Glass","","","Passages","1990","0","w","","CD",  ""
"539348","","The Black Angels","","","Passover","2006","6","o","","MP3",  ""
"18863","","Biosphere","","","Patashnik","1994","7","u","","MP3",  ""
"2315605","","Arne Deforce / Yutaka Oya","","","Patterns in a Chromatic Field","2009","0","w","","CD",  ""
"104497","","Rohan de Saram / Marianne Schroeder","","","Patterns in a Chromatic Field","1995","0","w","","CD",  ""
"11907783","","Yaxu","","","Peak Cut","2015","0","w","","MP3",  ""
"2257362","","Vazz","","","Pearls","1987","0","o","","MP3",  ""
"3836","","Autechre","","","Peel Session","1999","8","o","","MP3",  ""
"3840","","Autechre","","","Peel Session 2","2000","8","o","","MP3",  ""
"82832","","Pentagram","","","Pentagram","1985","7","u","","MP3",  ""
"623012","","Anthony Braxton","","","Performance 9/1/79","1981","0","w","","LP",  ""
"108302","","Thomas Köner","","","Permafrost","1993","8","o","","MP3",  ""
"33000","","Premiata Forneria Marconi","","","Per un amico","1972","0","w","","LP",  ""
"506389","","Peter Duimelinks / Frans de Waard","","","Peter Duimelinks / Frans de Waard","1993","0","w","","CD",  ""
"418552","","Cleveland Orchestra / Pierre Boulez","","","Pétrouchka; Le Sacre du printemps","1992","0","w","","CD",  ""
"594641","","Philus","","","pH","1993","0","w","","LP",  ""
"8193","","Tangerine Dream","","","Phaedra","1974","0","u","","MP3",  ""
"6192","","Amon Düül II","","","Phallus Dei","1969","0","u","","MP3",  ""
"12639","","Bethany Beardslee / Lynne Webber / Jerry Kuderna / Robert Miller","","","Philomel","1995","0","w","","CD",  ""
"32353","","NON","","","Physical Evidence","1982","0","w","","LP",  ""
"11157","","Kronos Quartet With Aki Takahashi","","","Piano and String Quartet","1993","0","w","","CD",  ""
"36688","","Cleveland Orchestra / Pierre Boulez / Mitsuko Uchida","","","Piano Concerto; Klavierstücke, Op. 11 &amp; Op. 19 / Sonata, Op. 1 / Variations, Op. 27","2001","0","w","","CD",  ""
"2508146","","The Ural Philharmonic Orchestra / Dmitri Liss / Oleg Malov","","","Pianoconcerto; Symphony 1","2000","0","w","","CD",  ""
"493881","","Jenő Jandó","","","Piano Sonatas: Moonlight; Pathétique; Appassionata","2001","0","o","","MP3",  ""
"1544319","","Nikolaos Samaltanos / Christophe Sirodeau","","","Piano Sonatas Nos. 1-6","2003","0","w","","CD",  ""
"1544324","","Nikolaos Samaltanos / Christophe Sirodeau","","","Piano Sonatas Nos. 7-12","2004","0","w","","CD",  ""
"414275","","John Snijders / Josje ter Haar / Ruben Sanderse / Job ter Haar","","","Piano, Violin, Viola, Cello","1995","0","w","","CD",  ""
"42271","","Daniel Varsano / Philippe Entremont","","","Piano Works","1992","0","o","","MP3",  ""
"448113","","Boris","","","Pink","2005","7","o","","MP3",  ""
"1430","","Wire","","","Pink Flag","1977","0","w","","LP",  ""
"90","","Nick Drake","","","Pink Moon","1972","7","o","","MP3",  ""
"4628806","","Howard Stelzer &amp; Frans de Waard","","","Pink Pearl","2013","0","w","","CD",  ""
"10020313","","Tomb Mold","","","Planetary Clairvoyance","2019","0","u","","CD",  ""
"12732","","BBC Symphony Orchestra / Pierre Boulez / Halina Łukomska / Hugo D'Alton / Maria Bergmann / Paul Stingl","","","Pli selon pli","1969","0","w","","LP",  ""
"10013","","Nailbomb","","","Point Blank","1994","3","u","","MP3",  ""
"5013185","","Police des moeurs","","","Police des moeurs","2013","0","o","","MP3",  ""
"95801","","Pond","","","Pond","1993","0","w","","CD",  ""
"8590","","Danielle Dax","","","Pop-Eyes","1983","0","w","","LP",  ""
"4151546","","Aperture Science Psychoacoustic Laboratories","","","Portal 2 Soundtrack: Songs to Test By","2012","0","w","","CD",  ""
"153269","","Circle X","","","Prehistory","1984","0","w","","LP",  ""
"5942094","","Airelle Besson &amp; Nelson Veras","","","Prélude","2014","8","o","","MP3",  ""
"2956200","","Decades","","","Premières données","1987","0","o","","MP3",  ""
"130670","","Mira Calix","","","Prickle","2001","6","n","","",  ""
"1547643","","Syndicate","","","Prisoners of War","1995","0","w","","Cassette",  ""
"113619","","Robert Ashley","","","Private Parts","1978","0","o","","MP3",  ""
"7627","","Amorphis","","","Privilege of Evil","1993","8","o","","MP3",  ""
"114865","","The Chasm","","","Procession to the Infraworld","2000","0","w","","CD",  ""
"288457","","Din-A-Testbild","","","Programm 1","1980","0","w","","LP",  ""
"261872","","Propergol","","","Program Vengeance","2005","0","o","","MP3",  ""
"792139","","Experimental Products","","","Prototype","1982","0","w","","LP",  ""
"3148578","","Kangding Ray","","","Pruitt Igoe","2010","0","w","","LP",  ""
"777355","","Defeated Sanity","","","Psalms of the Moribund","2007","7","n","","",  ""
"3544062","","Alberich","","","Psychology of Love","2011","7","o","","MP3",  ""
"618233","","Akufen","","","Psychometry Vol. 2","2001","0","w","","LP",  ""
"7401219","","NGLY","","","Psychosis","2016","0","w","","LP",  ""
"114908","","Adramelech","","","Psychostasia","1996","9","o","","MP3",  ""
"10697034","","Merzbow","","","Pulse Demon","2019","4","n","","",  ""
"57471","","Coroner","","","Punishment for Decadence","1988","7","o","","MP3",  ""
"38634","","Immortal","","","Pure Holocaust","1993","0","w","","CD",  ""
"9995773","","Alberich","","","Quantized Angel","2019","8","o","","MP3",  ""
"1396610","","Autechre","","","Quaristice","2008","8","o","","MP3",  ""
"4118862","","Raime","","","Quarter Turns Over a Living Line","2012","7","o","","MP3",  ""
"177722","","Kraftwerk","","","Radioaktivität / Antenne","1976","0","w","","LP",  ""
"8654158","","Prurient","","","Rainbow Mirror","2017","7","n","","",  ""
"1938343","","David Tudor / Gordon Mumma","","","Rainforest / 4 Mographs, 2 Sections From Gestures II","2006","0","w","","CD",  ""
"766555","","Hypothermia","","","Rakbladsvalsen","2007","0","w","","CD",  ""
"105079","","Frank Bretschneider","","","Rand","1999","0","w","","MP3",  ""
"8800104","","The Empire Line","","","Rave","2018","0","u","","MP3",  ""
"7407","","Magazine","","","Real Life","1978","0","w","","LP",  ""
"9316870","","Syndicate","","","Realms of Darkness","1995","0","w","","Cassette",  ""
"2275831","","Bovine Life / Komet","","","Reciprocess + / vs. 01","2001","0","w","","SACD",  ""
"686450","","Aube","","","Recontextual Abstraction","2002","0","o","","MP3",  ""
"14218691","","Jeremiah Chiu &amp; Marta Sofia Honer","","","Recordings from the Åland Islands","2022","0","w","","MP3",  ""
"171099","","The Conet Project","","","Recordings of Shortwave Numbers Stations","1997","0","o","","MP3",  ""
"123927","","Christian Marclay","","","Records","1997","0","w","","CD",  ""
"11978108","","Christoph de Babalon","","","Recurring Horrors","2020","0","w","","LP",  ""
"8410667","","Phase Fatale","","","Redeemer","2017","6","o","","MP3",  ""
"599991","","MØHR","","","Religious Fanaticism","1987","0","w","","Cassette",  ""
"7403","","Mütiilation","","","Remains of a Ruined, Dead, Cursed Soul","1999","9","o","","MP3",  ""
"6271985","","Consumer Electronics","","","Repetition Reinforcement","2015","7","o","","MP3",  ""
"1446992","","The Choir of Westminster Cathedral / David Hill","","","Requiem: Officium defunctorum, 1605","1987","0","w","","CD",  ""
"138644","","Sadistic Intent","","","Resurrection","1994","0","w","","CD",  ""
"8505218","","Robbert Latumahina","","","Retrofix Nine","2000","0","w","","LP",  ""
"71413","","Muslimgauze","","","Return of Black September","1996","0","w","","CD",  ""
"11541166","","Charlotte de Witte","","","Return to Nowhere EP","2020","5","n","","",  ""
"744949","","Kodály Quartet / György Pauk / Jenő Jandó","","","Rhapsodies Nos.1 &amp; 2; Piano Quintet","1995","0","w","","CD",  ""
"913533","","Frank Bretschneider","","","Rhythm","2007","8","o","","MP3",  ""
"5053","","Aphex Twin","","","Richard D. James Album","1996","6","u","","MP3",  ""
"503317","","NON","","","Rise","1982","0","w","","LP",  ""
"151865","","Rise and Fall of a Decade","","","Rise and Fall of a Decade","1990","0","w","","CD",  ""
"4805873","","Acronym","","","River Red Gum","2013","0","w","","LP",  ""
"10143","","Robert Wyatt","","","Rock Bottom","1974","0","w","","LP",  ""
"618535","","C.C.C.C.","","","Rocket Shrine","1997","0","w","","CD",  ""
"81178","","The Strokes","","","Room on Fire","2003","8","o","","MP3",  ""
"1441074","","Rosa Yemen","","","Rosa Yemen","1978","9","o","","MP3",  ""
"10687","","UC Berkeley Chamber Chorus / The California EAR Unit / Philip Brett / David Abel / Karen Rosenak / William Winant / Dorothy Stone / Arthur Jarvinen / Gaylord Mowrey","","","Rothko Chapel; Why Patterns?","1991","0","o","","MP3",  ""
"2222748","","M.S.B.R. / Princess Dragonmom / Noise Work Shop","","","Rotterdam Noise Feyenoord","2000","0","w","","CD-R",  ""
"8851","","µ-Ziq","","","Royal Astronomy","1999","6","u","","MP3",  ""
"4612073","","Oneohtrix Point Never","","","R Plus Seven","2013","0","w","","CD",  ""
"8194","","Tangerine Dream","","","Rubycon","1975","8","n","","",  ""
"1188187","","Deutsches Kulturgut / Tesendalo","","","Rückwärts / Vorwärts","1992","0","w","","Cassette",  ""
"134252","","Rude Mechanic","","","Rude Mechanic","1999","0","w","","CD",  ""
"1259787","","Russian Tsarlag","","","Russian Tsarlag","2007","5","o","","MP3",  ""
"11593450","","Ryoji Ikeda","","","Ryoji Ikeda Re-Mixs","2020","0","w","","MP3",  ""
"4977318","","Saâda Bonaire","","","Saâda Bonaire","2013","0","w","","CD",  ""
"482530","","Norma Loy","","","Sacrifice","1988","0","o","","MP3",  ""
"9573988","","Dread &amp; Tkivilsaari","","","Sacrosanct","2018","6","n","","",  ""
"230392","","TNB / Organum","","","Salute","1984","0","w","","Cassette",  ""
"10231","","Bogdan Raczynski","","","Samurai Math Beats","1999","7","u","","MP3",  ""
"3484964","","Sandwell District","","","Sandwell District","2011","0","w","","CD",  ""
"187496","","Flower Travellin' Band","","","Satori","1971","7","o","","MP3",  ""
"187100","","Ordo Rosarius Equilibrio &amp; Spiritual Front","","","Satyriasis: Somewhere Between Equilibrium and Nihilism","2005","0","w","","CD",  ""
"10853653","","Phase Fatale","","","Scanning Backwards","2020","5","o","","MP3",  ""
"151070","","Necromantia","","","Scarlet Evil Witching Black","1995","0","w","","CD",  ""
"404125","","福居良 [Ryo Fukui]","","","Scenery","1976","6","o","","MP3",  ""
"516988","","De Fabriek","","","Schafttijdsamba","1982","0","w","","LP",  ""
"7523080","","Masayoshi Fujita &amp; Jan Jelinek","","","Schaum","2016","0","o","","MP3",  ""
"8190943","","Masayoshi Fujita &amp; Jan Jelinek","","","Schaum","2016","0","o","","MP3",  ""
"376344","","Schizo","","","Schizo (And the Little Girl) / Paraphrenia Praecox","1972","0","w","","LP",  ""
"355603","","Ensemble Modern / Péter Eötvös","","","Schwankungen am Rand","2002","0","w","","CD",  ""
"16942","","Ash Ra Tempel","","","Schwingungen","1972","0","w","","LP",  ""
"760674","","Excrement","","","Scorched","1994","7","o","","MP3",  ""
"114380","","Con-Dom / Militia","","","Scorched Earth Policy","1995","0","w","","Cassette",  ""
"48662","","Nurse With Wound","","","Scrag!","1986","0","w","","Cassette",  ""
"3300090","","cv313","","","Seconds to Forever","2010","0","w","","LP",  ""
"5842946","","Metatron","","","Seduction EP","1994","0","w","","LP",  ""
"333875","","Portal","","","Seepia","2003","8","n","","",  ""
"9521821","","William Basinski + Lawrence English","","","Selva oscura","2018","7","w","","MP3",  ""
"2831648","","Ermeneuma / Tombstone","","","Sentiero spinato / Il sublime del terrore","1994","0","w","","Cassette",  ""
"4270","","The Gerogerigegege","","","Senzuri Power Up","1991","0","w","","CD",  ""
"1994038","","Teitanblood","","","Seven Chalices","2009","0","u","","MP3",  ""
"40106","","Possessed","","","Seven Churches","1985","8","n","","",  ""
"526767","","Remain in Silence","","","Seven Rooms","1985","0","o","","MP3",  ""
"11105","","23 Skidoo","","","Seven Songs","1982","0","o","","MP3",  ""
"43561","","Timothy Leary &amp; Ash Ra Tempel","","","Seven Up","1973","7","o","","MP3",  ""
"13935","","Herbie Hancock","","","Sextant","1973","8","o","","MP3",  ""
"4280005","","Infamous","","","Shadows From the Past","2012","0","w","","Cassette",  ""
"7637","","Sentenced","","","Shadows of Past","1992","0","o","","MP3",  ""
"125191","","Nurse With Wound","","","She &amp; Me Fall Together in Free Death","2003","0","w","","CD",  ""
"548262","","Shinichi Atobe","","","Ship-Scope / Plug and Delay / Rainstick / The Red Line","2001","0","w","","LP",  ""
"13977216","","Biosphere","","","Shortwave Memories","2022","0","w","","MP3",  ""
"202436","",":zoviet*france:","","","Shouting at the Ground","1988","0","o","","MP3",  ""
"1347735","","Vetrophonia","","","Shumographika","2005","7","o","","MP3",  ""
"49121","","Diaframma","","","Siberia","1984","0","o","","MP3",  ""
"86326","","Clock DVA","","","Sign","1993","6","o","","MP3",  ""
"11967593","","Autechre","","","SIGN","2020","4","u","","MP3",  ""
"10593808","","Automatic","","","Signal","2019","0","u","","MP3",  ""
"155519","","Crash Course in Science","","","Signals From Pier Thirteen","1981","0","w","","LP",  ""
"244940","","Akira Yamaoka","","","Silent Hill 3","2003","7","w","","CD",  ""
"26024","","Silver Apples","","","Silver Apples","1968","8","o","","MP3",  ""
"47011","","Stereolab • Nurse With Wound","","","Simple Headphone Mind","1997","0","o","","MP3",  ""
"127439","","Ain Soph / Sigillum S","","","Simulacra","1989","8","o","","MP3",  ""
"2365933","","Roland Kayn","","","Simultan","1977","0","w","","LP",  ""
"3970556","","White Suns","","","Sinews","2012","0","w","","LP",  ""
"849339","","The Swingle Singers / New York Philharmonic / Luciano Berio","","","Sinfonia","1969","0","w","","LP",  ""
"21295","","Cardiacs","","","Sing to God","1996","0","w","","CD",  ""
"9796578","","Autechre","","","sinistrail sentinel","2018","0","w","","MP3",  ""
"1116","","Sonic Youth","","","Sister","1987","7","o","","MP3",  ""
"163546","","Mob 47","","","Sjuk värld","1984","0","w","","Cassette",  ""
"5479345","","Skáphe","","","Skáphe","2014","7","o","","MP3",  ""
"6820797","","Skáphe","","","Skáphe²","2016","8","n","","",  ""
"11905731","","Skáphe","","","Skáphe³","2020","7","o","","MP3",  ""
"108988","","Mira Calix","","","Skimskitta","2003","0","w","","CD",  ""
"29022","","Sleep","","","Sleep's Holy Mountain","1992","7","w","","MP3",  ""
"381601","","Sleep Chamber","","","Sleep Chamber","1983","0","w","","Cassette",  ""
"4080","","Current Ninety Three","","","Sleep Has His House","2000","7","w","","CD",  ""
"6203865","","Dasha Rush","","","Sleepstep","2015","5","n","","",  ""
"2034204","","Pascal Comelade","","","Slow Music","1980","0","w","","Cassette",  ""
"70436","","Demigod","","","Slumber of Sullen Eyes","1992","9","o","","MP3",  ""
"2189151","","Snuff","","","Snuff","2009","0","w","","Cassette",  ""
"54340","","Windir","","","Sóknardalr","1997","7","n","","",  ""
"10573326","","Nurse With Wound","","","Soliloquy for Lilith","2019","9","o","","MP3",  ""
"9763","","Nurse With Wound","","","Soliloquy for Lilith","1988","8","o","","MP3",  ""
"1625100","","Merzbow","","","Solonoise · 1","1982","0","w","","Cassette",  ""
"389663","","Miles Davis Sextet","","","Someday My Prince Will Come","1999","8","o","","MP3",  ""
"11216","","Miles Davis Sextet","","","Someday My Prince Will Come","1961","0","w","","MP3",  ""
"8223152","","Malaria","","","Some Relations With Girls","2000","0","w","","LP",  ""
"4309930","","µ-Ziq","","","Somerset Avenue Tracks (1992-1995)","2013","7","u","","MP3",  ""
"7863503","","The Agnes Circle","","","Some Vague Desire","2016","6","n","","",  ""
"1188071","","Maeror Tri / Nostalgie Éternelle","","","Somnia et Expergisci","1990","7","o","","MP3",  ""
"3551167","","György Pauk / Kazuki Sawa","","","Sonata for Solo Violin SZ 117; 44 Duos for Two Violins","1994","8","w","","MP3",  ""
"2276698","","William Masselos / Maro Ajemian / Saul Goodman / Abraham Marcus","","","Sonata for Two Pianos and Percussion","1950","0","w","","LP",  ""
"610145","","Martha Argerich / Mischa Maisky","","","Sonata für Arpeggione / Fantasiestücke Op. 73","1985","0","w","","CD",  ""
"54254","","Venetian Snares","","","Songs About My Cats","2001","0","o","","MP3",  ""
"5505490","","Misþyrming","","","Söngvar elds og óreiðu","2015","6","n","","",  ""
"366325","","MSBR &amp; Richard Ramirez","","","Sonic Agression","1994","0","w","","Cassette",  ""
"14647692","","E. Coli","","","Sonk","1983","0","w","","Cassette",  ""
"14782440","","Sam Prekop &amp; John McEntire","","","Sons Of","2022","0","w","","MP3",  ""
"89045","","Katatonia","","","Sounds of Decay","1997","0","w","","CD",  ""
"2711","","Slowdive","","","Souvlaki","1993","8","o","","MP3",  ""
"962161","","Solid Space","","","Space Museum","1982","7","u","","MP3",  ""
"5655900","","Solanum","","","Spheres of Time","1998","0","w","","Cassette",  ""
"106458","","Organum","","","Sphyx","1994","0","o","","MP3",  ""
"2992330","","SWR Sinfonieorchester Baden-Baden und Freiburg / ORF Radio-Symphonieorchester Wien / Sylvain Cambreling / Dennis Russell Davies / Friedrich Cerha","","","Spiegel; Monumentum; Momente","2010","0","w","","MP3",  ""
"589012","","Aube","","","Spindrift","1992","0","o","","MP3",  ""
"14274106","","John Zorn","","","Spinoza","2022","0","w","","CD",  ""
"17744","","Nurse With Wound","","","Spiral Insana","1986","8","o","","MP3",  ""
"1149996","","Liers in Wait","","","Spiritually Uncontrolled Art","1992","8","o","","MP3",  ""
"8910899","","Mazut / Emma Zunz","","","Split","2016","0","o","","MP3",  ""
"303028","","Adramelech","","","Spring of Recovery","1992","7","o","","MP3",  ""
"2201144","","Wallagh","","","Squareroot 2","","7","o","","MP3",  ""
"12766991","","Vatican Shadow","","","SR-71 Blackbird Survivors","2021","6","n","","",  ""
"1020576","","Einstürzende Neubauten","","","Stahlmusik","1980","0","w","","Cassette",  ""
"12242","","Robert Rich &amp; B. Lustmord","","","Stalker","1995","0","w","","CD",  ""
"381274","","Bretschneider + Steinbrüchel","","","Status","2005","8","o","","MP3",  ""
"1502895","","Steinbrüchel &amp; Machinefabriek","","","Staub","2008","0","w","","CD-R",  ""
"1494993","","Control / Grunt / Moribund / Propergol","","","St. Bartholomew's Day","2005","0","w","","Cassette",  ""
"12190232","","Micron vs Rybacker","","","Stigmatized","2004","0","w","","LP",  ""
"5359375","","Arizmenda","","","Stillbirth in the Temple of Venus","2014","0","w","","Cassette",  ""
"520996","","Singcircle / Gregory Rose","","","Stimmung","1987","0","w","","CD",  ""
"2465997","","Asmus Tietchens + Okko Bekker","","","Stockholmer Totentanz","1999","0","w","","CD",  ""
"8720436","","Some Rare Footage","","","Stony Love","1994","0","w","","Cassette",  ""
"19392","","Dissection","","","Storm of the Light's Bane","1995","8","n","","",  ""
"458099","","Molested","","","Stormvold","1997","0","w","","CD",  ""
"10130138","","JAD","","","Strach","2019","0","w","","MP3",  ""
"8504","","Thinking Fellers Union Local 282","","","Strangers From the Universe","1994","8","o","","MP3",  ""
"498562","","Columbia Symphony Orchestra / Igor Stravinsky","","","Stravinsky Conducts Le Sacre du printemps","1961","0","w","","LP",  ""
"837424","","LaSalle Quartet / Stefan Litwin / Kenneth Griffiths","","","String Trio; Quartet Rondo; Piano Quintet / Ode to Napoleon","1986","0","w","","CD",  ""
"9405","","Steve Roach","","","Structures From Silence","1984","8","u","","MP3",  ""
"2502180","","Runzelstirn &amp; Gurgelstøck","","","Stuhlgangblockade N!","1990","0","w","","LP",  ""
"173352","","Asmus Tietchens","","","Stupor mundi","1990","0","w","","LP",  ""
"780412","","Korpses Katatonik","","","Subklinikal Leukotomy Aphrenia Spasmophilik Lyssophobo Asphyxia Sinister Lethal Anorex","1983","0","o","","MP3",  ""
"7064","","Meat Beat Manifesto","","","Subliminal Sandwich","1996","0","w","","CD",  ""
"351193","","Organum","","","Submission","1988","0","o","","MP3",  ""
"8242493","","Institute","","","Subordination","2017","7","o","","MP3",  ""
"18864","","Biosphere","","","Substrata","1997","7","o","","MP3",  ""
"39265","","Seefeel","","","Succour","1995","0","o","","MP3",  ""
"136442","","Muslimgauze","","","Sufiq","2000","7","n","","",  ""
"9013","","Suicide","","","Suicide","1977","0","o","","MP3",  ""
"4889825","","Ryoji Ikeda","","","Supercodex","2013","7","w","","CD",  ""
"217573","","Surgeon","","","Surgeon","1995","0","w","","LP",  ""
"13465106","","Reverorum Ib Malacht","","","Svag i Döden","2021","0","w","","MP3",  ""
"4287664","","Sulphur Aeon","","","Swallowed by the Ocean's Tide","2013","0","u","","MP3",  ""
"1180924","","Lubricant","","","Swallow the Symmetric Swab","1991","7","o","","MP3",  ""
"10492343","","Frank Bretschneider","","","Sweet Water Pools","2019","0","w","","MP3",  ""
"7606842","","Wędrowcy~Tułacze~Zbiegi","","","Światu jest wszystko jedno","2016","0","w","","LP",  ""
"277575","","The Names","","","Swimming","1982","8","o","","MP3",  ""
"61319","","Bill Evans","","","Symbiosis","1974","8","u","","MP3",  ""
"767913","","Symphonieorchester des Bayerischen Rundfunks / Stuttgarter Philharmoniker / Wolf-Dieter Hauschild / Georg Schmöhe / Elgar Howarth","","","Symphonies 1, 4 &amp; 7","1996","0","w","","CD",  ""
"11257656","","Polish National Radio Symphony Orchestra / Antoni Wit","","","Symphonies; Concertos; Choral and Vocal Works","2013","0","w","","CD",  ""
"450543","","Bournemouth Symphony Orchestra / Marin Alsop","","","Symphonies Nos. 2 &amp; 3","2004","0","w","","CD",  ""
"184640","","M. B.","","","Symphony for a Genocide","1981","7","o","","MP3",  ""
"9198862","","Controlled Death","","","Symphony for the Black Murder","2018","0","w","","LP",  ""
"27054","","London Sinfonietta / David Zinman / Dawn Upshaw","","","Symphony No. 3","1992","0","u","","CD",  ""
"135814","","Polish National Radio Symphony Orchestra / Antoni Wit / Zofia Kilanowicz","","","Symphony No. 3 (Symphony of Sorrowful Songs); 3 Olden Style Pieces","1994","0","w","","CD",  ""
"106749","","Polish National Radio Symphony Orchestra (Katowice) / Antoni Wit / Krzysztof Bąkowski","","","Symphony No. 4; Partita for Violin and Orchestra; Chain II; Funeral Music; Interlude","1996","0","w","","CD",  ""
"9035856","","Unovidual","","","Synthetic Solitude","2018","0","w","","Cassette",  ""
"4140871","","Philippe Laurent","","","Système clair","1984","0","w","","Cassette",  ""
"137491","","Staatsorchester Stuttgart / Lithuanian Chamber Orchestra / The 12 Cellists of the Berlin Philharmonic Orchestra / Dennis Russell Davies / Saulius Sondeckis / Gidon Kremer / Keith Jarrett / Tatjana Grindenko / Alfred Schnittke","","","Tabula rasa","1984","0","w","","LP",  ""
"7547","","Einstürzende Neubauten","","","Tabula Rasa","1993","6","n","","",  ""
"4598379","","Otto Luening / Vladimir Ussachevsky","","","Tape Recorder Music","1955","0","w","","LP",  ""
"21064","","Absu","","","Tara","2001","7","o","","MP3",  ""
"10879584","","Das Ding / J. De K.","","","Tear Apart Tapes N.01. C-20","1982","0","w","","Cassette",  ""
"2148574","","Das Ding / Les Yeux Interdits","","","Tear Apart Tapes TAT 01","1982","7","o","","MP3",  ""
"6132967","","Joe Panzner","","","Tedium","2014","0","w","","CD-R",  ""
